0.001,8.73173e-14,-1426
0.001,6.22208,-1425.99
0.001,12.4004,-1420.95
0.001,18.6003,-1420.88
0.001,24.8871,-1425.78
0.001,31.6316,-1449.65
0.001,38.1136,-1455.5
0.001,44.6473,-1461.32
0.001,52.2096,-1495.09
0.001,257.113,-6543.95
0.001,285.663,-6542.77
0.001,314.161,-6540.46
0.001,342.696,-6539.03
0.001,371.281,-6538.47
0.001,399.99,-6539.78
0.001,428.652,-6539.97
0.001,457.184,-6538.03
0.001,485.707,-6535.98
0.001,516.261,-6559.72
0.001,544.878,-6557.4
0.001,573.485,-6554.96
0.001,603.179,-6564.35
0.001,632.678,-6570.61
0.001,661.842,-6572.76
0.001,689.992,-6564.84
0.001,718.086,-6556.8
0.001,746.122,-6548.63
0.001,774.689,-6545.31
0.001,804.703,-6553.78
0.001,836.194,-6573.02
0.001,865.389,-6573.28
0.001,894.062,-6569.44
0.001,926.336,-6591.22
0.001,955.804,-6592.07
0.001,983.819,-6582.89
0.001,1012.99,-6581.5
0.001,1041.23,-6574.05
0.001,1070.38,-6572.41
0.001,1102.52,-6588.39
0.001,1139.89,-6633.78
0.001,1168.83,-6628.74
0.001,1189.2,-6576.34
0.001,1217.88,-6571.09
0.001,1247.1,-6568.66
0.001,1278.99,-6579.85
0.001,1309.25,-6582.05
0.001,1339.55,-6584.11
0.001,1368.27,-6578.21
0.001,1398.41,-6579.02
0.001,1429.65,-6584.58
0.001,1459.45,-6583.16
0.001,1491.25,-6590.39
0.001,1520.67,-6586.74
0.001,1550.08,-6582.96
0.001,1579.96,-6581
0.001,1609.37,-6576.96
0.001,1644.59,-6596.07
0.001,1675.81,-6598.52
0.001,1705.34,-6594.05
0.001,1740.71,-6611.69
0.001,1776.79,-6631.08
0.001,1801.76,-6608.79
0.001,1834.59,-6615.32
0.001,1862.9,-6605.33
0.001,1892.8,-6600.98
0.001,1926.62,-6609.94
0.001,1959.71,-6615.86
0.001,1992.88,-6621.61
0.001,2022.04,-6613.8
0.001,2053.25,-6612.56
0.001,2083.89,-6609.26
0.001,2112.71,-6600.1
0.001,2137.16,-6577.51
0.001,2162.71,-6558.62
0.001,2000.29,-5978.23
0.001,1978.78,-5829.3
0.001,2004.2,-5820.61
0.001,2038.15,-5836.36
0.001,2063.59,-5827.41
0.001,2096.77,-5840
0.001,2122.58,-5831.73
0.001,2158.04,-5849.62
0.001,2188.8,-5854.2
0.001,2217.15,-5852.08
0.001,2246.25,-5851.68
0.001,2277.92,-5857.67
0.001,2304.56,-5850.47
0.001,2333.03,-5847.78
0.001,2363.39,-5849.6
0.001,2396.09,-5856.82
0.001,2428.13,-5862.02
0.001,2454.07,-5852.29
0.001,2489.35,-5864.54
0.001,2521.23,-5868.32
0.001,2553.99,-5873.77
0.001,2583.22,-5870.81
0.001,2610.03,-5862.22
0.001,2645.03,-5871.75
0.001,2673.11,-5865.61
0.001,2702.03,-5861.16
0.001,2742.37,-5881.03
0.001,2770.56,-5874.44
0.001,2805.64,-5882.15
0.001,3143.65,-6517.45
0.001,3205.37,-6571.98
0.001,3306.99,-6705.92
0.001,3338.45,-6695.9
0.001,3378.89,-6703.59
0.001,3424.9,-6721.75
0.001,3460.15,-6718.3
0.001,3490.36,-6704.91
0.001,3534.01,-6717.06
0.001,3576.43,-6726.29
0.001,3615.69,-6729.12
0.001,3658.38,-6737.89
0.001,3692.07,-6729.75
0.001,4502.43,-8122.59
0.001,4553.46,-8130.79
0.001,4573.14,-8082.99
0.001,4637.64,-8114.19
0.001,4726.5,-8186.54
0.001,4762.68,-8166.7
0.001,4804.87,-8157.04
0.001,4851.15,-8154.05
0.001,4905.22,-8163.66
0.001,4957.4,-8169.54
0.001,4993,-8147.83
0.001,4187.08,-6766.25
0.001,4216.57,-6747.92
0.001,4245.97,-6729.46
0.001,4272.61,-6706.65
0.001,4084.36,-6349.84
0.001,4083.7,-6288.35
0.001,4062.3,-6196.04
0.001,4076.61,-6159.08
0.001,4076.22,-6100.49
0.001,4100,-6078.5
0.001,4108.48,-6034.11
0.001,4129.1,-6007.88
0.001,4137.61,-5964.34
0.001,4157.86,-5938.03
0.001,4172.18,-5903.5
0.001,4197.9,-5885.24
0.001,4228.21,-5873.36
0.001,4253.8,-5854.86
0.001,2003.36,-2732.23
0.001,2013.48,-2721.06
0.001,2017.55,-2701.83
0.001,2024.51,-2686.61
0.001,2034.39,-2675.36
0.001,1731.32,-2256.3
0.001,1618.7,-2090.58
0.001,1622.27,-2076.41
0.001,1629.46,-2066.95
0.001,1626.63,-2044.96
0.001,1628.03,-2028.48
0.001,1636.86,-2021.36
0.001,1645.67,-2014.2
0.001,1656.98,-2010.08
0.001,1669.58,-2007.45
0.001,1686.03,-2009.33
0.001,1697.37,-2005.01
0.001,1717.14,-2010.51
0.001,1735.69,-2014.37
0.001,1752.99,-2016.58
0.001,1763.75,-2011.17
0.001,1782.45,-2014.69
0.001,1792.55,-2008.39
0.001,1822.71,-2024.33
0.001,1833.54,-2018.57
0.001,1847.06,-2015.72
0.001,1865.34,-2017.92
0.001,1895.27,-2032.43
0.001,1912.35,-2032.88
0.001,1942.54,-2047.01
0.001,1956.98,-2044.29
0.001,1966.58,-2036.45
0.001,1987.31,-2040.03
0.001,2010.21,-2045.6
0.001,2024.75,-2042.49
0.001,2049.9,-2049.9
0.001,2061.67,-2043.75
0.001,2079.13,-2043.15
0.001,2099.48,-2045.22
0.001,2111.26,-2038.82
0.001,2130.25,-2039.27
0.001,2150.74,-2040.97
0.001,2170.55,-2041.85
0.001,2195.52,-2047.36
0.001,2213.25,-2045.91
0.001,2228.79,-2042.31
0.001,2257.67,-2050.72
0.001,2272.54,-2046.2
0.001,2283.68,-2038.26
0.001,2300.79,-2035.57
0.001,2317.92,-2032.76
0.001,2350.92,-2043.62
0.001,2376.48,-2047.71
0.001,2389.2,-2040.57
0.001,2402.66,-2034
0.001,2428.36,-2037.64
0.001,2454.14,-2041.09
0.001,2488.49,-2051.35
0.001,2519.1,-2058.19
0.001,2528.06,-2047.18
0.001,2600.91,-2087.45
0.001,2820.52,-2243.54
0.001,8360.48,-6590.87
0.001,8389.16,-6554.33
0.001,8417.68,-6517.67
0.001,8523.79,-6540.53
0.001,8769.55,-6668.52
0.001,8798.57,-6630.2
0.001,6769.79,-5055.24
0.001,6791.79,-5025.66
0.001,6825.75,-5004.84
0.001,6858.85,-4983.24
0.001,6893.51,-4962.62
0.001,6931.38,-4944.1
0.001,6956.97,-4916.7
0.001,6985.73,-4891.46
0.001,7052.2,-4892.28
0.001,7073.48,-4861.46
0.001,4336.29,-2952.47
0.001,4313.48,-2909.48
0.001,4326.14,-2890.63
0.001,4311.19,-2853.51
0.001,4310.22,-2825.9
0.001,4286.45,-2783.65
0.001,4271.64,-2747.61
0.001,4259.13,-2713.36
0.001,4252.32,-2683.01
0.001,4251.27,-2656.49
0.001,4255.16,-2633.17
0.001,4262.35,-2611.97
0.001,4268.57,-2590.23
0.001,4274.69,-2568.49
0.001,4281.56,-2547.26
0.001,4282.3,-2522.47
0.001,4293.26,-2503.76
0.001,4293.75,-2479
0.001,4301.06,-2458.26
0.001,4305.65,-2436.02
0.001,4316.24,-2417.21
0.001,4326.74,-2398.35
0.001,4346.81,-2384.74
0.001,4358.05,-2366.23
0.001,4368.34,-2347.19
0.001,4380.3,-2329.05
0.001,4395.73,-2312.71
0.001,4407.56,-2294.43
0.001,4429.08,-2281.13
0.001,4438.99,-2261.78
0.001,4450.61,-2243.29
0.001,4461.25,-2224.3
0.001,4490.64,-2214.54
0.001,4514.64,-2201.94
0.001,4545.82,-2192.65
0.001,4581.52,-2185.27
0.001,4609.1,-2173.79
0.001,4634.86,-2161.27
0.001,4686.93,-2160.7
0.001,4710.87,-2146.87
0.001,4779.46,-2152.99
0.001,4815.3,-2143.91
0.001,6724.79,-2958.98
0.001,6749.56,-2934.79
